FUENTE DE FINANCIAMIENTO,PROYECTO,CAPITULO,PARTIDA,DIVISION,DEPARTAMENTO,DESCRIPCION,INICIAL,ADECUACIONES,TRANSFERENCIAS,MODIFICADO,PRECOMPROMETIDO,COMPROMISO,GASTO,DISPONIBLE
Subsidio federal,54502014,SG,3830101,DCBS,DCSA,Colaboración para Eventos,8000,0,0,8000,0,0,0,8000
Subsidio federal,54599001,SP,1710210,DCBS,DCSA,Premios Académicos a la Docencia e Investigación,0,0,51876.05,51876.05,0,0,51876.05,0
Subsidio federal,55101014,MS,2110101,SUL,OSUL,Papeleria y Articulos de Oficina,0,0,168000,168000,16740.25,0,158402.26,9597.74
Subsidio federal,55101014,MS,2120101,SUL,OSUL,"Materiales y útiles de impresión, reproducción y encuadernación",0,0,172000,172000,0,0,168276.56,3723.44
Subsidio federal,55101014,MS,2210301,SUL,OSUL,Productos alimenticios para el personal que realiza labores en campo o de supervisión,27450,0,-25000,2450,0,0,1670,780
Subsidio federal,55101014,MS,2210401,SUL,OSUL,Productos alimenticios para el personal en las instalaciones,0,0,30332,30332,2676.89,0,29854.41,477.59
Subsidio federal,55101014,MS,2610301,SUL,OSUL,"Combustibles, lubricantes y aditivos",48000,0,0,48000,4170,0,31147.63,16852.37
Subsidio federal,55101014,SG,3550101,SUL,OSUL,Servicios de Mantenimiento de Transporte,35000,0,0,35000,0,0,1405.15,33594.85
Subsidio federal,55101014,SG,3720402,SUL,OSUL,Peajes,20000,0,0,20000,6000,0,14000,6000
Subsidio federal,55101014,SG,3830101,SUL,OSUL,Colaboración para Eventos,30000,0,-1258,28742,0,0,0,28742
Subsidio federal,55101014,SG,3920201,SUL,OSUL,Otros impuestos y derechos,2000,0,0,2000,0,0,0,2000
Subsidio federal,55101016,MS,2110101,SUL,OSUL,Papeleria y Articulos de Oficina,250000,0,-172000,78000,0,0,2958,75042
Subsidio federal,55101016,MS,2210401,SUL,OSUL,Productos alimenticios para el personal en las instalaciones,5000,0,-3004,1996,0,0,0,1996
Subsidio federal,55101016,SG,3230101,SUL,OSUL,Arrendamiento de Equipo y Bienes Informaticos,45000,0,-5332,39668,0,19488,33408,6260
Subsidio federal,55101021,MS,2710101,SUL,OSUL,Ropa de trabajo,635250,0,-628943.94,6306.06,1438.68,0,6244.74,61.32
Ingresos propios adecuables,55101026,BMII,5190101,SUL,OSUL,Equipo de administración,0,7188.6,0,7188.6,0,0,0,7188.6
Subsidio federal,55101030,MS,2110101,SUL,OSUL,Papeleria y Articulos de Oficina,474500,0,-273395.75,201104.25,0,0,0,201104.25
Subsidio federal,55101030,MS,2210401,SUL,OSUL,Productos alimenticios para el personal en las instalaciones,5000,0,-5000,0,0,0,0,0
Subsidio federal,55101030,MS,2610301,SUL,OSUL,"Combustibles, lubricantes y aditivos",27300,0,0,27300,0,0,0,27300
Subsidio federal,55101030,SG,3310101,SUL,OSUL,"Servicios Profesionales Personas Físicas para asesoria asociadas a convenios, tratados o acuerdos",22000,0,-22000,0,0,0,0,0
Subsidio federal,55101030,SG,3720402,SUL,OSUL,Peajes,15000,0,0,15000,0,0,0,15000
Subsidio federal,55101030,SG,3830101,SUL,OSUL,Colaboración para Eventos,474500,0,-460136.28,14363.72,0,0,0,14363.72
Ingresos propios no adecuables,55101031,SG,3310101,SUL,OSUL,"Servicios Profesionales Personas Físicas para asesoria asociadas a convenios, tratados o acuerdos",11000000,0,-10999999,1,0,0,0,1
Ingresos propios no adecuables,55101031,SG,3510101,SUL,OSUL,Mantenimiento de Infraestructura Física (terceros),5000000,0,-680349,4319651,0,0,0,4319651
Ingresos propios no adecuables,55101031,IP,6220104,SUL,OSUL,Adaptaciones en Áreas Exteriores (contratacion),0,0,3367498,3367498,0,2356128.16,3365897.36,1600.64
Ingresos propios no adecuables,55101031,IP,6290502,SUL,OSUL,Servicios Relacionados con las Obras (Personas Morales),0,0,1261000,1261000,0,0,0,1261000
Subsidio federal,55101033,MS,2110101,SUL,OSUL,Papeleria y Articulos de Oficina,1315000,0,0,1315000,0,0,0,1315000
Subsidio federal,55101033,SG,3160301,SUL,OSUL,Servicios de Internet,420850,0,0,420850,0,0,204226.17,216623.83
Subsidio federal,55101033,SG,3170101,SUL,OSUL,Servicios de conducción de señales analógicas y digitales,372500,0,0,372500,0,0,144771.01,227728.99
Subsidio federal,55101033,SG,3270101,SUL,OSUL,"Patentes, derechos de autor, regalías y otros",976000,0,13880,989880,0,502370.14,502370.14,487509.86
Subsidio federal,55101033,SG,3530102,SUL,OSUL,Mantenimiento a Software,373500,0,0,373500,0,77873.97,80603.24,292896.76
Subsidio federal,55101033,SG,3530103,SUL,OSUL,Mantenimiento a la Infraestructura de Comunicacion de Voz y Datos,250000,0,0,250000,0,0,34506.7,215493.3
Subsidio federal,55101033,SG,3830101,SUL,OSUL,Colaboración para Eventos,107500,0,0,107500,0,0,97376.51,10123.49
Ingresos propios no adecuables,55101034,IP,6220104,SUL,OSUL,Adaptaciones en Áreas Exteriores (contratacion),0,0,5817502,5817502,0,0,0,5817502
Ingresos propios no adecuables,55101035,IP,6220104,SUL,OSUL,Adaptaciones en Áreas Exteriores (contratacion),0,0,295348,295348,0,0,0,295348
Ingresos propios no adecuables,55101036,SG,3310101,SUL,OSUL,"Servicios Profesionales Personas Físicas para asesoria asociadas a convenios, tratados o acuerdos",0,0,0,0,0,0,0,0
Ingresos propios no adecuables,55101036,IP,6220104,SUL,OSUL,Adaptaciones en Áreas Exteriores (contratacion),0,0,939000,939000,0,0,0,939000
Subsidio federal,55199001,SP,1330101,SUL,OSUL,Tiempo Extraordinario,0,0,1258,1258,0,0,1257.96,0.04
Subsidio federal,55201004,MS,2110101,SUL,CSA,Papeleria y Articulos de Oficina,55000,0,-4307.2,50692.8,0,0,7884.6,42808.2
Subsidio federal,55201004,MS,2540101,SUL,CSA,"Materiales, accesorios y suministros médicos.",5000,0,0,5000,0,0,0,5000
Subsidio federal,55201004,MS,2610301,SUL,CSA,"Combustibles, lubricantes y aditivos",7000,0,0,7000,0,0,0,7000
Subsidio federal,55201004,SG,3190201,SUL,CSA,Contratación de otros servicios,50000,0,-29580,20420,0,0,0,20420
Subsidio federal,55201004,SG,3270101,SUL,CSA,"Patentes, derechos de autor, regalías y otros",0,0,1317,1317,0,0,1316.09,0.91
Subsidio federal,55201004,SG,3330101,SUL,CSA,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,177500,0,0,177500,0,0,72036,105464
Subsidio federal,55201004,SG,3410101,SUL,CSA,Servicios bancarios y financieros,53500,0,-1261.33,52238.67,0,0,2551.06,49687.61
Subsidio federal,55201004,SG,3410190,SUL,CSA,Comisiones bancarias (SERVICIOS BANCARIOS Y FINANCIEROS CONVENIOS PATROCINADOS),0,0,1261.33,1261.33,0,0,1261.33,0
Subsidio federal,55201004,SG,3430103,SUL,CSA,Gastos inherentes al traslado y custodia de valores,0,0,29580,29580,2347.7,0,13336.91,16243.09
Subsidio federal,55201004,SG,3520101,SUL,CSA,Mantenimiento y conservación de mobiliario y equipo de administración,25000,0,0,25000,0,0,0,25000
Subsidio federal,55201004,SG,3720402,SUL,CSA,Peajes,7000,0,0,7000,0,0,0,7000
Subsidio federal,55201004,SG,3830101,SUL,CSA,Colaboración para Eventos,50000,0,0,50000,0,0,0,50000
Subsidio federal,55201004,BMII,5150101,SUL,CSA,Equipo de cómputo y de tecnologías de la información,25000,0,-25000,0,0,0,0,0
Subsidio federal,55299001,SP,1330101,SUL,CSA,Tiempo Extraordinario,20000,0,0,20000,0,0,0,20000
Subsidio federal,55301012,MS,2160101,SUL,CRM,Material de limpieza,565000,0,0,565000,0,0,225096.19,339903.81
Subsidio federal,55301012,MS,2210201,SUL,CRM,"Comedores, cafeterías y kioscos",85000,0,0,85000,2642.88,0,36181.77,48818.23
Subsidio federal,55301012,MS,2210401,SUL,CRM,Productos alimenticios para el personal en las instalaciones,130000,0,41579,171579,8607.22,0,116714.61,54864.39
Subsidio federal,55301012,MS,2230101,SUL,CRM,Utensilios para el servicio de alimentación,20000,0,0,20000,0,0,6527.32,13472.68
Subsidio federal,55301012,MS,2540101,SUL,CRM,"Materiales, accesorios y suministros médicos.",18000,0,0,18000,0,0,4728.25,13271.75
Subsidio federal,55301012,MS,2610301,SUL,CRM,"Combustibles, lubricantes y aditivos",230000,0,30057.68,260057.68,19865.12,8000,151937.5,108120.18
Subsidio federal,55301012,MS,2720101,SUL,CRM,Protección Civil,415000,0,0,415000,0,0,120124.42,294875.58
Subsidio federal,55301012,MS,2910101,SUL,CRM,Herramientas Menores,236000,0,0,236000,99,0,12670.2,223329.8
Subsidio federal,55301012,MS,2920101,SUL,CRM,Refacciones y Accesorios Menores de edificios,4000,0,0,4000,0,0,0,4000
Subsidio federal,55301012,MS,2930101,SUL,CRM,"Refacciones y Accesorios Menores de  mobiliario, equipo de administración, educacional y recreativo",120000,0,0,120000,0,0,6131.76,113868.24
Subsidio federal,55301012,MS,2940101,SUL,CRM,Refacciones y Accesorios para equipo de cómputo,5000,0,0,5000,0,0,0,5000
Subsidio federal,55301012,MS,2960101,SUL,CRM,Refacciones y Accesorios Menores de Equipo de transporte,39000,0,0,39000,26114.86,0,26473.86,12526.14
Subsidio federal,55301012,SG,3110101,SUL,CRM,Servicio de energía eléctrica,1980000,0,0,1980000,205636,0,1383787,596213
Subsidio federal,55301012,SG,3120101,SUL,CRM,Servicio de gas,45000,0,0,45000,0,0,11821.35,33178.65
Subsidio federal,55301012,SG,3130101,SUL,CRM,Servicio de agua,1100000,0,0,1100000,0,0,154130.36,945869.64
Subsidio federal,55301012,SG,3150101,SUL,CRM,Servicio de telefonía celular,5000,0,0,5000,200,0,1400,3600
Subsidio federal,55301012,SG,3190201,SUL,CRM,Contratación de otros servicios,4870000,0,0,4870000,118371.62,0,2286656.2,2583343.8
Subsidio federal,55301012,SG,3250201,SUL,CRM,Arrendamiento de equipo de transporte,600000,0,211810.2,811810.2,52507.4,0,345149.31,466660.89
Subsidio federal,55301012,SG,3360201,SUL,CRM,Otros servicios comerciales,3000,0,0,3000,992,0,992,2008
Subsidio federal,55301012,SG,3360301,SUL,CRM,"Impresiones de documentos oficiales para la prestación de servicios públicos, identificación, formatos administrativos y fiscales, formas valoradas, certificados y títulos.",5000,0,0,5000,0,0,0,5000
Subsidio federal,55301012,SG,3360401,SUL,CRM,Impresión y elaboración de material informativo derivado de la operación y administración,10000,0,10202,20202,0,0,18165.6,2036.4
Subsidio federal,55301012,SG,3380101,SUL,CRM,Servicios de Vigilancia,1200000,0,0,1200000,50531.68,0,587997.44,612002.56
Subsidio federal,55301012,SG,3450101,SUL,CRM,Seguros de bienes patrimoniales,7000,0,0,7000,0,0,580,6420
Subsidio federal,55301012,SG,3470101,SUL,CRM,Fletes y maniobras,100000,0,-10202,89798,0,0,0,89798
Subsidio federal,55301012,SG,3530103,SUL,CRM,Mantenimiento a la Infraestructura de Comunicacion de Voz y Datos,30000,0,0,30000,0,0,0,30000
Subsidio federal,55301012,SG,3550101,SUL,CRM,Servicios de Mantenimiento de Transporte,167000,0,0,167000,0,0,135070,31930
Subsidio federal,55301012,SG,3570101,SUL,CRM,Mantenimiento y conservación de maquinaria y equipo,75000,0,0,75000,0,0,26659.12,48340.88
Subsidio federal,55301012,SG,3580101,SUL,CRM,"Servicio de lavandería, limpieza e higiene",165000,0,0,165000,0,0,1380,163620
Subsidio federal,55301012,SG,3590101,SUL,CRM,Servicios de jardinería y fumigación,76500,0,0,76500,0,0,30160,46340
Subsidio federal,55301012,SG,3720401,SUL,CRM,Pasajes terrestres nacionales,1000,0,0,1000,0,0,0,1000
Subsidio federal,55301012,SG,3720402,SUL,CRM,Peajes,130000,0,-9732,120268,0,60000,60000,60268
Subsidio federal,55301012,SG,3750401,SUL,CRM,Viáticos en Territorio Nacional,3500,0,2112,5612,0,0,0,5612
Subsidio federal,55301012,SG,3920201,SUL,CRM,Otros impuestos y derechos,60000,0,0,60000,0,0,13852.2,46147.8
Subsidio federal,55399001,SP,1210101,SUL,CRM,Honorarios asimilables a salarios pagados por nomina,75000,0,-26221.91,48778.09,0,0,0,48778.09
Subsidio federal,55399001,SP,1330101,SUL,CRM,Tiempo Extraordinario,1425000,0,-272959,1152041,99088.04,0,872826.12,279214.88
Subsidio federal,55401006,MS,2180101,SUL,CRH,Materiales para el registro e identificación de bienes y personas,7000,0,0,7000,0,0,0,7000
Subsidio federal,55401006,MS,2610301,SUL,CRH,"Combustibles, lubricantes y aditivos",0,0,12000,12000,0,0,0,12000
Subsidio federal,55401006,MS,2930101,SUL,CRH,"Refacciones y Accesorios Menores de  mobiliario, equipo de administración, educacional y recreativo",7000,0,-4036,2964,0,0,0,2964
Subsidio federal,55401006,SG,3310101,SUL,CRH,"Servicios Profesionales Personas Físicas para asesoria asociadas a convenios, tratados o acuerdos",0,0,0,0,0,0,0,0
Subsidio federal,55401006,SG,3330101,SUL,CRH,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,0,0,66869.75,66869.75,0,22289.83,66869.51,0.24
Subsidio federal,55401006,SG,3530101,SUL,CRH,Mantenimiento y conservación de bienes informáticos,10000,0,-10000,0,0,0,0,0
Subsidio federal,55401006,SG,3750401,SUL,CRH,Viáticos en Territorio Nacional,0,0,0,0,0,0,0,0
Subsidio federal,55401006,BMII,5150101,SUL,CRH,Equipo de cómputo y de tecnologías de la información,0,0,14036,14036,0,0,14036,0
Subsidio federal,55499001,SP,1330101,SUL,CRH,Tiempo Extraordinario,4000,0,0,4000,0,0,0,4000
Subsidio federal,55501002,MS,2110101,SUL,CSIC,Papeleria y Articulos de Oficina,9000,0,-8255,745,0,0,745,0
Subsidio federal,55501002,MS,2120101,SUL,CSIC,"Materiales y útiles de impresión, reproducción y encuadernación",50000,0,0,50000,0,0,9604.8,40395.2
Subsidio federal,55501002,MS,2210401,SUL,CSIC,Productos alimenticios para el personal en las instalaciones,5000,0,0,5000,0,0,0,5000
Subsidio federal,55501002,MS,2610301,SUL,CSIC,"Combustibles, lubricantes y aditivos",10000,0,0,10000,0,0,3778,6222
Subsidio federal,55501002,MS,2910101,SUL,CSIC,Herramientas Menores,5000,0,3255,8255,0,0,5121.12,3133.88
Subsidio federal,55501002,MS,2940101,SUL,CSIC,Refacciones y Accesorios para equipo de cómputo,140000,0,6554,146554,0,0,52590.92,93963.08
Subsidio federal,55501002,SG,3180101,SUL,CSIC,Servicio postal,1000,0,0,1000,0,0,0,1000
Subsidio federal,55501002,SG,3330101,SUL,CSIC,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,25000,0,0,25000,0,0,0,25000
Subsidio federal,55501002,SG,3360201,SUL,CSIC,Otros servicios comerciales,2000,0,0,2000,0,0,571,1429
Subsidio federal,55501002,SG,3530101,SUL,CSIC,Mantenimiento y conservación de bienes informáticos,123000,0,0,123000,0,0,0,123000
Subsidio federal,55501002,SG,3720402,SUL,CSIC,Peajes,2000,0,0,2000,0,0,222,1778
Subsidio federal,55501002,SG,3750401,SUL,CSIC,Viáticos en Territorio Nacional,10000,0,0,10000,0,0,717.8,9282.2
Subsidio federal,55501006,SG,3140101,SUL,CSIC,Servicio telefónico convencional,35000,0,0,35000,0,0,0,35000
Subsidio federal,55501006,SG,3150101,SUL,CSIC,Servicio de telefonía celular,170500,0,0,170500,0,0,51365.18,119134.82
Subsidio federal,55504003,SG,3360201,SUL,CSIC,Otros servicios comerciales,15000,0,0,15000,0,0,0,15000
Subsidio federal,55504003,SG,3530102,SUL,CSIC,Mantenimiento a Software,30000,0,0,30000,0,0,0,30000
Subsidio federal,55504003,SG,3590101,SUL,CSIC,Servicios de jardinería y fumigación,15000,0,0,15000,0,0,0,15000
Subsidio federal,55601001,MS,2110101,SUL,CIGA,Papeleria y Articulos de Oficina,0,0,4360,4360,0,0,4359.28,0.72
Subsidio federal,55601001,MS,2460101,SUL,CIGA,Material eléctrico y electrónico,150000,0,239948,389948,379,0,389917.2,30.8
Subsidio federal,55601001,MS,2470101,SUL,CIGA,Artículos metálicos para la construcción,80000,0,62589,142589,0,0,141658.33,930.67
Subsidio federal,55601001,MS,2490101,SUL,CIGA,Otros materiales y artículos de construcción y reparación,50000,0,223372,273372,149045.47,0,273368.76,3.24
Subsidio federal,55601001,MS,2590101,SUL,CIGA,Otros productos químicos,14000,0,-6360,7640,0,0,0,7640
Subsidio federal,55601001,MS,2610301,SUL,CIGA,"Combustibles, lubricantes y aditivos",25000,0,0,25000,0,0,7980,17020
Subsidio federal,55601001,MS,2910101,SUL,CIGA,Herramientas Menores,90000,0,-23732,66268,3383.94,0,61341.79,4926.21
Subsidio federal,55601001,MS,2920101,SUL,CIGA,Refacciones y Accesorios Menores de edificios,40000,0,36526,76526,4031.23,0,76524.2,1.8
Subsidio federal,55601001,MS,2930101,SUL,CIGA,"Refacciones y Accesorios Menores de  mobiliario, equipo de administración, educacional y recreativo",25000,0,14187,39187,0,0,38528.24,658.76
Subsidio federal,55601001,SG,3190201,SUL,CIGA,Contratación de otros servicios,250000,0,206317.61,456317.61,5742,0,316436.94,139880.67
Subsidio federal,55601001,SG,3330101,SUL,CIGA,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,360000,0,-2426,357574,0,0,287001.32,70572.68
Subsidio federal,55601001,SG,3510101,SUL,CIGA,Mantenimiento de Infraestructura Física (terceros),2600000,0,-846375,1753625,44694.8,0,124787,1628838
Subsidio federal,55601001,SG,3570101,SUL,CIGA,Mantenimiento y conservación de maquinaria y equipo,400000,0,-178,399822,18333.8,0,116792.14,283029.86
Subsidio federal,55601001,SG,3720402,SUL,CIGA,Peajes,1150,0,0,1150,0,0,0,1150
Subsidio federal,55601001,BMII,5150101,SUL,CIGA,Equipo de cómputo y de tecnologías de la información,0,0,49626,49626,0,0,49624.8,1.2
Subsidio federal,55601001,BMII,5670101,SUL,CIGA,Herramientas y maquinas herramienta,0,0,28463,28463,0,0,28462.5,0.5
Subsidio federal,55601004,MS,2110101,SUL,CIGA,Papeleria y Articulos de Oficina,0,0,1605.44,1605.44,0,0,1605.44,0
Subsidio federal,55601004,MS,2460101,SUL,CIGA,Material eléctrico y electrónico,0,0,133822.2,133822.2,0,0,133821.6,0.6
Subsidio federal,55601004,MS,2520102,SUL,CIGA,Materiales para jardinería,0,0,67692.4,67692.4,0,0,64430.85,3261.55
Subsidio federal,55601004,MS,2910101,SUL,CIGA,Herramientas Menores,0,0,1138,1138,0,0,1137.96,0.04
Subsidio federal,55601004,SG,3190201,SUL,CIGA,Contratación de otros servicios,0,0,9280,9280,0,0,9280,0
Subsidio federal,55601004,SG,3510101,SUL,CIGA,Mantenimiento de Infraestructura Física (terceros),355000,0,-213538.04,141461.96,0,0,0,141461.96
Subsidio federal,55601006,IP,6220205,SUL,CIGA,Adaptaciones a Inmuebles Destinados a las Áreas Académicas,0,0,345309.26,345309.26,0,0,0,345309.26
Subsidio federal,55699001,SP,1210101,SUL,CIGA,Honorarios asimilables a salarios pagados por nomina,3000,0,0,3000,0,0,0,3000
Subsidio federal,55699001,SP,1330101,SUL,CIGA,Tiempo Extraordinario,20000,0,100687.74,120687.74,10207.8,0,106538,14149.74
Subsidio federal,55701002,MS,2210301,SUL,OTCA,Productos alimenticios para el personal que realiza labores en campo o de supervisión,3840,0,0,3840,0,0,0,3840
Subsidio federal,55701002,MS,2210401,SUL,OTCA,Productos alimenticios para el personal en las instalaciones,8100,0,0,8100,0,0,0,8100
Subsidio federal,55701002,MS,2610301,SUL,OTCA,"Combustibles, lubricantes y aditivos",3680,0,0,3680,0,0,0,3680
Subsidio federal,55701002,SG,3310101,SUL,OTCA,"Servicios Profesionales Personas Físicas para asesoria asociadas a convenios, tratados o acuerdos",121500,0,0,121500,0,0,67500,54000
Subsidio federal,55701002,SG,3720402,SUL,OTCA,Peajes,2880,0,0,2880,0,0,0,2880
Subsidio federal,55801008,SP,1210102,SUL,CSE,Honorarios asimilables a salarios,16000,0,0,16000,0,0,4638.74,11361.26
Subsidio federal,55801008,MS,2110101,SUL,CSE,Papeleria y Articulos de Oficina,40000,0,-20652.04,19347.96,0,0,6136.4,13211.56
Subsidio federal,55801008,MS,2210401,SUL,CSE,Productos alimenticios para el personal en las instalaciones,16000,0,-3750,12250,0,0,0,12250
Subsidio federal,55801008,MS,2610301,SUL,CSE,"Combustibles, lubricantes y aditivos",2500,0,0,2500,500,0,1439,1061
Subsidio federal,55801008,SG,3330101,SUL,CSE,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,210000,0,0,210000,0,35960,158620.33,51379.67
Subsidio federal,55801008,SG,3520101,SUL,CSE,Mantenimiento y conservación de mobiliario y equipo de administración,18000,0,0,18000,0,0,15080,2920
Subsidio federal,55801008,SG,3720402,SUL,CSE,Peajes,2500,0,0,2500,0,0,833,1667
Subsidio federal,55801008,BMII,5150101,SUL,CSE,Equipo de cómputo y de tecnologías de la información,0,0,20652.04,20652.04,0,0,20439.2,212.84
Subsidio federal,55899001,SP,1330101,SUL,CSE,Tiempo Extraordinario,10000,0,0,10000,0,0,0,10000
